name,p_max_mpa,v_pm_mps,x_pm_m,omega_sum_kg,W_0_m3,delta_kg_m3,type,num_powders
С 3/0.200 9/0.600 13/0.200 3.0,386.94,950.00,2.065,3.000,0.002927,1025.0,Свободная,3
С 3/0.200 9/0.600 15/0.200 3.0,281.73,950.00,3.795,3.000,0.002927,1025.0,Свободная,3
С 3/0.200 10/0.600 13/0.200 3.0,274.26,950.00,4.433,3.000,0.002927,1025.0,Свободная,3
С 4/0.200 8/0.600 9/0.200 3.0,373.81,950.00,1.995,3.000,0.002927,1025.0,Свободная,3
С 4/0.200 8/0.600 10/0.200 3.0,331.77,950.00,2.482,3.000,0.002927,1025.0,Свободная,3
С 4/0.200 8/0.600 15/0.200 3.0,371.92,950.00,2.095,3.000,0.002927,1025.0,Свободная,3
С 4/0.200 9/0.600 10/0.200 3.0,254.54,950.00,4.635,3.000,0.002927,1025.0,Свободная,3
С 4/0.200 9/0.600 11/0.200 3.0,328.64,950.00,4.807,3.000,0.002927,1025.0,Свободная,3
С 4/0.200 9/0.600 14/0.200 3.0,343.34,950.00,2.546,3.000,0.002927,1025.0,Свободная,3
С 4/0.200 10/0.600 13/0.200 3.0,277.74,950.00,4.404,3.000,0.002927,1025.0,Свободная,3
С 5/0.200 8/0.600 11/0.200 3.0,379.76,950.00,2.706,3.000,0.002927,1025.0,Свободная,3
С 5/0.200 8/0.600 10/0.200 3.0,313.78,950.00,2.706,3.000,0.002927,1025.0,Свободная,3
С 5/0.200 8/0.600 15/0.200 3.0,349.95,950.00,2.297,3.000,0.002927,1025.0,Свободная,3
С 5/0.200 9/0.600 13/0.200 3.0,373.96,950.00,2.178,3.000,0.002927,1025.0,Свободная,3
С 5/0.200 9/0.600 14/0.200 3.0,324.44,950.00,2.786,3.000,0.002927,1025.0,Свободная,3
С 5/0.200 9/0.600 15/0.200 3.0,271.13,950.00,4.096,3.000,0.002927,1025.0,Свободная,3
С 5/0.200 10/0.600 13/0.200 3.0,264.17,950.00,4.814,3.000,0.002927,1025.0,Свободная,3
С 8/0.200 9/0.600 10/0.200 3.0,335.42,950.00,2.446,3.000,0.002927,1025.0,Свободная,3
С 8/0.200 9/0.600 15/0.200 3.0,376.38,950.00,2.063,3.000,0.002927,1025.0,Свободная,3
С 8/0.200 10/0.600 13/0.200 3.0,365.82,950.00,2.292,3.000,0.002927,1025.0,Свободная,3
С 8/0.200 10/0.600 14/0.200 3.0,314.81,950.00,3.001,3.000,0.002927,1025.0,Свободная,3
С 8/0.200 10/0.600 15/0.200 3.0,260.51,950.00,4.616,3.000,0.002927,1025.0,Свободная,3
С 9/0.200 10/0.600 13/0.200 3.0,335.35,950.00,2.762,3.000,0.002927,1025.0,Свободная,3
С 9/0.200 10/0.600 14/0.200 3.0,287.93,950.00,3.725,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 4/0.200 13/0.400 3.0,363.86,950.00,2.616,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 4/0.200 14/0.400 3.0,277.42,950.00,4.574,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 5/0.200 13/0.400 3.0,348.51,950.00,2.796,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 5/0.200 14/0.400 3.0,268.60,950.00,4.817,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 8/0.200 9/0.400 3.0,258.44,950.00,4.321,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 8/0.200 14/0.400 3.0,355.53,950.00,2.483,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 9/0.200 14/0.400 3.0,328.87,950.00,2.960,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 10/0.200 13/0.400 3.0,385.95,950.00,2.289,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 10/0.200 14/0.400 3.0,294.68,950.00,3.844,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 11/0.200 14/0.400 3.0,366.79,950.00,4.028,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 13/0.200 15/0.400 3.0,315.40,950.00,3.590,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 14/0.200 15/0.400 3.0,273.93,950.00,4.940,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 5/0.200 13/0.400 3.0,357.30,950.00,2.728,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 8/0.200 9/0.400 3.0,260.06,950.00,4.388,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 8/0.200 14/0.400 3.0,370.66,950.00,2.346,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 9/0.200 14/0.400 3.0,339.72,950.00,2.849,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 10/0.200 14/0.400 3.0,301.02,950.00,3.807,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 11/0.200 14/0.400 3.0,378.17,950.00,4.002,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 13/0.200 15/0.400 3.0,325.82,950.00,3.485,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 8/0.200 14/0.400 3.0,331.51,950.00,2.797,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 9/0.200 14/0.400 3.0,306.18,950.00,3.378,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 10/0.200 13/0.400 3.0,360.57,950.00,2.566,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 10/0.200 14/0.400 3.0,273.19,950.00,4.497,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 11/0.200 14/0.400 3.0,348.09,950.00,4.727,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 13/0.200 15/0.400 3.0,292.71,950.00,4.193,3.000,0.002927,1025.0,Свободная,3
С 8/0.400 9/0.200 10/0.400 3.0,324.75,950.00,2.584,3.000,0.002927,1025.0,Свободная,3
С 8/0.400 10/0.200 15/0.400 3.0,361.35,950.00,2.314,3.000,0.002927,1025.0,Свободная,3
С 9/0.400 10/0.200 15/0.400 3.0,302.68,950.00,3.463,3.000,0.002927,1025.0,Свободная,3
С 9/0.400 11/0.200 15/0.400 3.0,377.62,950.00,3.577,3.000,0.002927,1025.0,Свободная,3
С 10/0.400 13/0.200 15/0.400 3.0,372.36,950.00,2.489,3.000,0.002927,1025.0,Свободная,3
С 10/0.400 14/0.200 15/0.400 3.0,319.62,950.00,3.362,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 8/0.400 9/0.200 3.0,280.07,950.00,3.530,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 8/0.400 13/0.200 3.0,376.23,950.00,2.147,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 8/0.400 10/0.200 3.0,250.41,950.00,4.629,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 8/0.400 14/0.200 3.0,328.71,950.00,2.699,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 8/0.400 15/0.200 3.0,277.38,950.00,3.850,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 9/0.400 13/0.200 3.0,321.56,950.00,3.000,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 9/0.400 14/0.200 3.0,280.33,950.00,3.937,3.000,0.002927,1025.0,Свободная,3
С 3/0.400 14/0.400 15/0.200 3.0,325.86,950.00,3.223,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 8/0.400 9/0.200 3.0,284.15,950.00,3.500,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 8/0.400 10/0.200 3.0,251.41,950.00,4.737,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 8/0.400 11/0.200 3.0,325.51,950.00,4.913,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 8/0.400 14/0.200 3.0,339.04,950.00,2.591,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 8/0.400 15/0.200 3.0,281.98,950.00,3.826,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 9/0.400 13/0.200 3.0,331.15,950.00,2.897,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 9/0.400 14/0.200 3.0,284.70,950.00,3.931,3.000,0.002927,1025.0,Свободная,3
С 4/0.400 14/0.400 15/0.200 3.0,337.40,950.00,3.105,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 8/0.400 9/0.200 3.0,260.53,950.00,4.042,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 8/0.400 13/0.200 3.0,351.26,950.00,2.390,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 8/0.400 14/0.200 3.0,306.05,950.00,3.048,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 8/0.400 15/0.200 3.0,257.45,950.00,4.466,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 9/0.400 13/0.200 3.0,299.81,950.00,3.408,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 9/0.400 14/0.200 3.0,260.37,950.00,4.578,3.000,0.002927,1025.0,Свободная,3
С 5/0.400 14/0.400 15/0.200 3.0,302.68,950.00,3.727,3.000,0.002927,1025.0,Свободная,3
С 8/0.400 9/0.400 10/0.200 3.0,366.26,950.00,2.066,3.000,0.002927,1025.0,Свободная,3
С 8/0.400 10/0.400 11/0.200 3.0,358.44,950.00,3.363,3.000,0.002927,1025.0,Свободная,3
С 8/0.400 10/0.400 14/0.200 3.0,387.52,950.00,1.974,3.000,0.002927,1025.0,Свободная,3
С 8/0.400 10/0.400 15/0.200 3.0,322.34,950.00,2.764,3.000,0.002927,1025.0,Свободная,3
С 9/0.400 10/0.400 13/0.200 3.0,377.91,950.00,2.168,3.000,0.002927,1025.0,Свободная,3
С 9/0.400 10/0.400 14/0.200 3.0,325.52,950.00,2.819,3.000,0.002927,1025.0,Свободная,3
С 9/0.400 10/0.400 15/0.200 3.0,270.12,950.00,4.256,3.000,0.002927,1025.0,Свободная,3
С 10/0.400 14/0.400 15/0.200 3.0,384.93,950.00,2.271,3.000,0.002927,1025.0,Свободная,3
С 3/0.600 8/0.200 14/0.200 3.0,257.73,950.00,4.860,3.000,0.002927,1025.0,Свободная,3
С 3/0.600 9/0.200 13/0.200 3.0,273.04,950.00,4.484,3.000,0.002927,1025.0,Свободная,3
С 3/0.600 13/0.200 14/0.200 3.0,317.16,950.00,3.372,3.000,0.002927,1025.0,Свободная,3
С 4/0.600 8/0.200 13/0.200 3.0,299.78,950.00,3.663,3.000,0.002927,1025.0,Свободная,3
С 4/0.600 9/0.200 13/0.200 3.0,274.86,950.00,4.676,3.000,0.002927,1025.0,Свободная,3
С 5/0.600 8/0.200 13/0.200 3.0,264.13,950.00,4.527,3.000,0.002927,1025.0,Свободная,3
С 5/0.600 13/0.200 14/0.200 3.0,285.36,950.00,4.157,3.000,0.002927,1025.0,Свободная,3
С 9/0.600 10/0.200 14/0.200 3.0,366.61,950.00,2.217,3.000,0.002927,1025.0,Свободная,3
С 9/0.600 10/0.200 11/0.200 3.0,344.83,950.00,3.946,3.000,0.002927,1025.0,Свободная,3
С 9/0.600 10/0.200 15/0.200 3.0,305.10,950.00,3.171,3.000,0.002927,1025.0,Свободная,3
С 9/0.600 11/0.200 15/0.200 3.0,376.94,950.00,3.229,3.000,0.002927,1025.0,Свободная,3
С 10/0.600 11/0.200 13/0.200 3.0,371.16,950.00,3.799,3.000,0.002927,1025.0,Свободная,3
С 10/0.600 13/0.200 15/0.200 3.0,332.25,950.00,3.003,3.000,0.002927,1025.0,Свободная,3
С 10/0.600 14/0.200 15/0.200 3.0,285.29,950.00,4.137,3.000,0.002927,1025.0,Свободная,3
С 3/0.200 4/0.200 9/0.600 3.0,338.07,950.00,3.716,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 5/0.200 9/0.600 3.0,321.52,950.00,4.038,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 8/0.200 10/0.600 3.0,306.25,950.00,4.724,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 10/0.200 15/0.600 3.0,360.27,950.00,4.343,3.000,0.002609,1150.0,Свободная,3
С 4/0.200 5/0.200 9/0.600 3.0,324.23,950.00,4.071,3.000,0.002609,1150.0,Свободная,3
С 4/0.200 8/0.200 10/0.600 3.0,311.19,950.00,4.712,3.000,0.002609,1150.0,Свободная,3
С 4/0.200 10/0.200 15/0.600 3.0,371.71,950.00,4.229,3.000,0.002609,1150.0,Свободная,3
С 5/0.200 10/0.200 15/0.600 3.0,344.43,950.00,4.879,3.000,0.002609,1150.0,Свободная,3
С 8/0.200 9/0.200 10/0.600 3.0,386.71,950.00,2.653,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 4/0.400 8/0.400 3.0,333.05,950.00,3.808,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 5/0.400 8/0.400 3.0,305.06,950.00,4.393,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 5/0.400 14/0.400 3.0,370.22,950.00,3.518,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 8/0.400 10/0.400 3.0,385.11,950.00,2.612,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 9/0.400 10/0.400 3.0,318.04,950.00,4.310,3.000,0.002609,1150.0,Свободная,3
С 4/0.200 5/0.400 8/0.400 3.0,304.20,950.00,4.531,3.000,0.002609,1150.0,Свободная,3
С 4/0.200 5/0.400 14/0.400 3.0,373.50,950.00,3.549,3.000,0.002609,1150.0,Свободная,3
С 4/0.200 9/0.400 10/0.400 3.0,323.97,950.00,4.269,3.000,0.002609,1150.0,Свободная,3
С 5/0.200 8/0.400 10/0.400 3.0,369.38,950.00,2.822,3.000,0.002609,1150.0,Свободная,3
С 5/0.200 9/0.400 10/0.400 3.0,304.93,950.00,4.757,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 9/0.600 10/0.200 3.0,363.43,950.00,3.059,3.000,0.002609,1150.0,Свободная,3
С 3/0.200 10/0.600 14/0.200 3.0,341.43,950.00,4.121,3.000,0.002609,1150.0,Свободная,3
С 4/0.200 9/0.600 10/0.200 3.0,372.78,950.00,2.968,3.000,0.002609,1150.0,Свободная,3
С 5/0.200 9/0.600 10/0.200 3.0,348.36,950.00,3.327,3.000,0.002609,1150.0,Свободная,3
С 5/0.200 10/0.600 13/0.200 3.0,387.05,950.00,3.087,3.000,0.002609,1150.0,Свободная,3
С 5/0.200 10/0.600 14/0.200 3.0,326.99,950.00,4.566,3.000,0.002609,1150.0,Свободная,3
С 8/0.200 10/0.600 15/0.200 3.0,387.62,950.00,2.885,3.000,0.002609,1150.0,Свободная,3
С 9/0.200 10/0.600 15/0.200 3.0,349.55,950.00,3.818,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 4/0.200 8/0.400 3.0,330.87,950.00,3.778,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 5/0.200 8/0.400 3.0,317.77,950.00,4.026,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 5/0.200 14/0.400 3.0,384.84,950.00,3.239,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 8/0.200 9/0.400 3.0,366.19,950.00,2.937,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 8/0.200 15/0.400 3.0,364.66,950.00,3.559,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 9/0.200 15/0.400 3.0,332.54,950.00,4.711,3.000,0.002609,1150.0,Свободная,3
С 4/0.400 5/0.200 8/0.400 3.0,319.18,950.00,4.179,3.000,0.002609,1150.0,Свободная,3
С 4/0.400 8/0.200 9/0.400 3.0,381.50,950.00,2.809,3.000,0.002609,1150.0,Свободная,3
С 4/0.400 8/0.200 15/0.400 3.0,382.02,950.00,3.420,3.000,0.002609,1150.0,Свободная,3
С 4/0.400 9/0.200 15/0.400 3.0,345.19,950.00,4.701,3.000,0.002609,1150.0,Свободная,3
С 5/0.400 8/0.200 9/0.400 3.0,337.90,950.00,3.436,3.000,0.002609,1150.0,Свободная,3
С 5/0.400 8/0.200 15/0.400 3.0,334.68,950.00,4.315,3.000,0.002609,1150.0,Свободная,3
С 5/0.400 14/0.200 15/0.400 3.0,371.51,950.00,3.816,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 8/0.400 10/0.200 3.0,354.05,950.00,3.145,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 9/0.400 15/0.200 3.0,334.02,950.00,4.129,3.000,0.002609,1150.0,Свободная,3
С 3/0.400 10/0.400 13/0.200 3.0,369.43,950.00,3.486,3.000,0.002609,1150.0,Свободная,3
С 4/0.400 8/0.400 10/0.200 3.0,367.06,950.00,3.038,3.000,0.002609,1150.0,Свободная,3
С 4/0.400 9/0.400 15/0.200 3.0,345.23,950.00,4.091,3.000,0.002609,1150.0,Свободная,3
С 4/0.400 10/0.400 13/0.200 3.0,386.82,950.00,3.349,3.000,0.002609,1150.0,Свободная,3
С 5/0.400 8/0.400 9/0.200 3.0,369.65,950.00,2.748,3.000,0.002609,1150.0,Свободная,3
С 5/0.400 8/0.400 10/0.200 3.0,325.86,950.00,3.710,3.000,0.002609,1150.0,Свободная,3
С 5/0.400 8/0.400 15/0.200 3.0,368.77,950.00,2.988,3.000,0.002609,1150.0,Свободная,3
С 5/0.400 9/0.400 14/0.200 3.0,374.38,950.00,3.052,3.000,0.002609,1150.0,Свободная,3
С 5/0.400 10/0.400 13/0.200 3.0,340.42,950.00,4.179,3.000,0.002609,1150.0,Свободная,3
С 3/0.600 8/0.200 9/0.200 3.0,303.86,950.00,4.740,3.000,0.002609,1150.0,Свободная,3
С 3/0.600 8/0.200 14/0.200 3.0,363.54,950.00,3.329,3.000,0.002609,1150.0,Свободная,3
С 3/0.600 9/0.200 13/0.200 3.0,386.89,950.00,3.054,3.000,0.002609,1150.0,Свободная,3
С 3/0.600 9/0.200 14/0.200 3.0,334.56,950.00,4.230,3.000,0.002609,1150.0,Свободная,3
С 3/0.600 10/0.200 13/0.200 3.0,344.36,950.00,4.182,3.000,0.002609,1150.0,Свободная,3
С 3/0.600 13/0.200 15/0.200 3.0,386.06,950.00,3.376,3.000,0.002609,1150.0,Свободная,3
С 3/0.600 14/0.200 15/0.200 3.0,333.08,950.00,4.820,3.000,0.002609,1150.0,Свободная,3
С 4/0.600 8/0.200 14/0.200 3.0,381.78,950.00,3.233,3.000,0.002609,1150.0,Свободная,3
С 4/0.600 9/0.200 14/0.200 3.0,345.36,950.00,4.348,3.000,0.002609,1150.0,Свободная,3
С 4/0.600 10/0.200 13/0.200 3.0,358.53,950.00,4.237,3.000,0.002609,1150.0,Свободная,3
С 5/0.600 8/0.200 13/0.200 3.0,374.86,950.00,3.078,3.000,0.002609,1150.0,Свободная,3
С 5/0.600 8/0.200 14/0.200 3.0,322.47,950.00,4.298,3.000,0.002609,1150.0,Свободная,3
С 5/0.600 9/0.200 13/0.200 3.0,344.37,950.00,3.892,3.000,0.002609,1150.0,Свободная,3
С 5/0.600 13/0.200 15/0.200 3.0,342.32,950.00,4.423,3.000,0.002609,1150.0,Свободная,3
С 8/0.250 9/0.250 13/0.250 14/0.250 2.0,275.60,950.00,4.205,2.033,0.002259,900.0,Свободная,4
С 8/0.250 13/0.250 14/0.250 15/0.250 2.0,273.12,950.00,4.667,2.033,0.002259,900.0,Свободная,4
С 8/0.400 9/0.200 13/0.200 14/0.200 2.0,263.87,950.00,4.460,2.033,0.002259,900.0,Свободная,4
С 8/0.400 13/0.200 14/0.200 15/0.200 2.0,262.23,950.00,4.841,2.033,0.002259,900.0,Свободная,4
С 8/0.300 9/0.300 13/0.200 14/0.200 2.0,256.02,950.00,4.882,2.033,0.002259,900.0,Свободная,4
С 8/0.300 13/0.300 14/0.200 15/0.200 2.0,285.45,950.00,4.084,2.033,0.002259,900.0,Свободная,4
С 8/0.350 9/0.250 13/0.200 14/0.200 2.0,259.69,950.00,4.669,2.033,0.002259,900.0,Свободная,4
С 8/0.350 13/0.250 14/0.200 15/0.200 2.0,273.73,950.00,4.438,2.033,0.002259,900.0,Свободная,4
С 8/0.400 13/0.300 14/0.200 15/0.100 2.0,294.76,950.00,3.624,2.033,0.002259,900.0,Свободная,4
С 3/0.250 8/0.250 13/0.250 14/0.250 2.0,325.15,950.00,4.599,2.033,0.001984,1025.0,Свободная,4
С 4/0.250 8/0.250 13/0.250 14/0.250 2.0,331.79,950.00,4.585,2.033,0.001984,1025.0,Свободная,4
С 8/0.250 9/0.250 13/0.250 15/0.250 2.0,331.60,950.00,4.356,2.033,0.001984,1025.0,Свободная,4
С 9/0.250 10/0.250 13/0.250 14/0.250 2.0,325.25,950.00,4.917,2.033,0.001984,1025.0,Свободная,4
С 9/0.250 13/0.250 14/0.250 15/0.250 2.0,366.35,950.00,3.834,2.033,0.001984,1025.0,Свободная,4
С 8/0.400 9/0.200 13/0.200 14/0.200 2.0,377.75,950.00,2.935,2.033,0.001984,1025.0,Свободная,4
С 8/0.400 9/0.200 13/0.200 15/0.200 2.0,326.60,950.00,4.239,2.033,0.001984,1025.0,Свободная,4
С 8/0.400 10/0.200 13/0.200 14/0.200 2.0,343.97,950.00,3.757,2.033,0.001984,1025.0,Свободная,4
С 8/0.400 13/0.200 14/0.200 15/0.200 2.0,378.61,950.00,3.133,2.033,0.001984,1025.0,Свободная,4
С 9/0.400 13/0.200 14/0.200 15/0.200 2.0,330.28,950.00,4.787,2.033,0.001984,1025.0,Свободная,4
С 8/0.300 9/0.300 13/0.200 14/0.200 2.0,365.53,950.00,3.212,2.033,0.001984,1025.0,Свободная,4
С 8/0.300 9/0.300 13/0.200 15/0.200 2.0,315.52,950.00,4.736,2.033,0.001984,1025.0,Свободная,4
С 8/0.300 10/0.300 13/0.200 14/0.200 2.0,316.78,950.00,4.823,2.033,0.001984,1025.0,Свободная,4
С 9/0.300 13/0.300 14/0.200 15/0.200 2.0,377.54,950.00,3.474,2.033,0.001984,1025.0,Свободная,4
С 8/0.350 9/0.250 13/0.200 14/0.200 2.0,371.60,950.00,3.069,2.033,0.001984,1025.0,Свободная,4
С 8/0.350 9/0.250 13/0.200 15/0.200 2.0,321.02,950.00,4.477,2.033,0.001984,1025.0,Свободная,4
С 8/0.350 10/0.250 13/0.200 14/0.200 2.0,330.18,950.00,4.238,2.033,0.001984,1025.0,Свободная,4
С 9/0.350 13/0.250 14/0.200 15/0.200 2.0,352.97,950.00,4.061,2.033,0.001984,1025.0,Свободная,4
С 8/0.400 9/0.300 13/0.200 14/0.100 2.0,350.88,950.00,3.380,2.033,0.001984,1025.0,Свободная,4
С 8/0.400 9/0.300 13/0.200 15/0.100 2.0,326.40,950.00,4.068,2.033,0.001984,1025.0,Свободная,4
С 9/0.400 13/0.300 14/0.200 15/0.100 2.0,378.08,950.00,3.330,2.033,0.001984,1025.0,Свободная,4
С 5/0.250 8/0.250 9/0.250 13/0.250 2.0,383.30,950.00,4.938,2.033,0.001768,1150.0,Свободная,4
С 8/0.400 9/0.200 10/0.200 14/0.200 2.0,388.99,950.00,4.547,2.033,0.001768,1150.0,Свободная,4
С 8/0.350 9/0.250 10/0.200 14/0.200 2.0,380.66,950.00,4.890,2.033,0.001768,1150.0,Свободная,4
С 8/0.400 9/0.300 10/0.200 13/0.100 2.0,380.97,950.00,4.585,2.033,0.001768,1150.0,Свободная,4
С 3/0.250 4/0.250 8/0.250 13/0.250 3.0,252.90,950.00,3.661,3.000,0.003333,900.0,Свободная,4
С 3/0.250 4/0.250 9/0.250 13/0.250 3.0,230.62,950.00,4.602,3.000,0.003333,900.0,Свободная,4
С 3/0.250 4/0.250 13/0.250 14/0.250 3.0,275.04,950.00,3.347,3.000,0.003333,900.0,Свободная,4
С 3/0.250 5/0.250 8/0.250 13/0.250 3.0,243.33,950.00,3.895,3.000,0.003333,900.0,Свободная,4
С 3/0.250 5/0.250 9/0.250 13/0.250 3.0,222.64,950.00,4.878,3.000,0.003333,900.0,Свободная,4
С 3/0.250 5/0.250 13/0.250 14/0.250 3.0,263.37,950.00,3.586,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 9/0.250 13/0.250 3.0,307.45,950.00,2.460,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 9/0.250 14/0.250 3.0,263.21,950.00,3.169,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 9/0.250 15/0.250 3.0,216.32,950.00,4.775,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 10/0.250 13/0.250 3.0,271.35,950.00,3.121,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 10/0.250 14/0.250 3.0,231.70,950.00,4.170,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 11/0.250 13/0.250 3.0,325.17,950.00,3.278,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 11/0.250 14/0.250 3.0,289.87,950.00,4.460,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 13/0.250 14/0.250 3.0,364.25,950.00,1.934,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 13/0.250 15/0.250 3.0,302.59,950.00,2.644,3.000,0.003333,900.0,Свободная,4
С 3/0.250 8/0.250 14/0.250 15/0.250 3.0,258.92,950.00,3.465,3.000,0.003333,900.0,Свободная,4
С 3/0.250 9/0.250 10/0.250 13/0.250 3.0,247.57,950.00,3.835,3.000,0.003333,900.0,Свободная,4
С 3/0.250 9/0.250 11/0.250 13/0.250 3.0,304.53,950.00,4.111,3.000,0.003333,900.0,Свободная,4
С 3/0.250 9/0.250 13/0.250 14/0.250 3.0,333.06,950.00,2.267,3.000,0.003333,900.0,Свободная,4
С 3/0.250 9/0.250 13/0.250 15/0.250 3.0,276.19,950.00,3.204,3.000,0.003333,900.0,Свободная,4
С 3/0.250 9/0.250 14/0.250 15/0.250 3.0,235.61,950.00,4.344,3.000,0.003333,900.0,Свободная,4
С 3/0.250 10/0.250 13/0.250 14/0.250 3.0,294.59,950.00,2.864,3.000,0.003333,900.0,Свободная,4
С 3/0.250 10/0.250 13/0.250 15/0.250 3.0,242.75,950.00,4.306,3.000,0.003333,900.0,Свободная,4
С 3/0.250 11/0.250 13/0.250 14/0.250 3.0,348.66,950.00,3.030,3.000,0.003333,900.0,Свободная,4
С 3/0.250 11/0.250 13/0.250 15/0.250 3.0,302.71,950.00,4.722,3.000,0.003333,900.0,Свободная,4
С 3/0.250 13/0.250 14/0.250 15/0.250 3.0,327.81,950.00,2.438,3.000,0.003333,900.0,Свободная,4
С 4/0.250 5/0.250 8/0.250 13/0.250 3.0,242.95,950.00,3.933,3.000,0.003333,900.0,Свободная,4
С 4/0.250 5/0.250 9/0.250 13/0.250 3.0,221.26,950.00,5.002,3.000,0.003333,900.0,Свободная,4
С 4/0.250 5/0.250 13/0.250 14/0.250 3.0,264.09,950.00,3.596,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 9/0.250 13/0.250 3.0,313.76,950.00,2.386,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 9/0.250 14/0.250 3.0,266.79,950.00,3.110,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 9/0.250 15/0.250 3.0,217.16,950.00,4.794,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 10/0.250 13/0.250 3.0,275.33,950.00,3.057,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 10/0.250 14/0.250 3.0,233.08,950.00,4.160,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 11/0.250 13/0.250 3.0,329.85,950.00,3.223,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 11/0.250 14/0.250 3.0,292.19,950.00,4.468,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 13/0.250 14/0.250 3.0,375.57,950.00,1.851,3.000,0.003333,900.0,Свободная,4
С 4/0.250 8/0.250 14/0.250 15/0.250 3.0,262.57,950.00,3.404,3.000,0.003333,900.0,Свободная,4
