name,p_max_mpa,v_pm_mps,x_pm_m,omega_sum_kg,W_0_m3,delta_kg_m3,type,num_powders
С 5/0.400 9/0.200 10/0.200 13/0.200 3.0,386.09,950.00,2.990,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 9/0.200 10/0.200 14/0.200 3.0,329.69,950.00,4.259,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 9/0.200 14/0.200 15/0.200 3.0,373.30,950.00,3.377,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 10/0.200 14/0.200 15/0.200 3.0,327.79,950.00,4.892,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 10/0.200 13/0.200 15/0.200 3.0,385.62,950.00,3.310,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 4/0.300 8/0.200 14/0.200 3.0,367.73,950.00,3.358,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 4/0.300 9/0.200 14/0.200 3.0,335.84,950.00,4.388,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 4/0.300 10/0.200 13/0.200 3.0,347.09,950.00,4.310,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 5/0.300 8/0.200 14/0.200 3.0,342.65,950.00,3.764,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 5/0.300 9/0.200 13/0.200 3.0,365.56,950.00,3.429,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 5/0.300 9/0.200 14/0.200 3.0,314.97,950.00,4.866,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 5/0.300 10/0.200 13/0.200 3.0,324.47,950.00,4.808,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 5/0.300 13/0.200 15/0.200 3.0,364.11,950.00,3.839,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 8/0.300 9/0.200 10/0.200 3.0,375.04,950.00,2.776,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 8/0.300 10/0.200 15/0.200 3.0,374.08,950.00,3.029,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 9/0.300 10/0.200 15/0.200 3.0,325.73,950.00,4.485,3.000,0.002609,1150.0,Свободная,4
С 3/0.300 10/0.300 14/0.200 15/0.200 3.0,371.76,950.00,3.594,3.000,0.002609,1150.0,Свободная,4
С 4/0.300 5/0.300 8/0.200 14/0.200 3.0,345.88,950.00,3.835,3.000,0.002609,1150.0,Свободная,4
С 4/0.300 5/0.300 9/0.200 13/0.200 3.0,371.31,950.00,3.445,3.000,0.002609,1150.0,Свободная,4
С 4/0.300 5/0.300 13/0.200 15/0.200 3.0,370.39,950.00,3.885,3.000,0.002609,1150.0,Свободная,4
С 4/0.300 8/0.300 10/0.200 15/0.200 3.0,389.60,950.00,2.887,3.000,0.002609,1150.0,Свободная,4
С 4/0.300 9/0.300 10/0.200 15/0.200 3.0,334.30,950.00,4.458,3.000,0.002609,1150.0,Свободная,4
С 4/0.300 10/0.300 14/0.200 15/0.200 3.0,387.27,950.00,3.457,3.000,0.002609,1150.0,Свободная,4
С 5/0.300 8/0.300 9/0.200 10/0.200 3.0,352.41,950.00,3.124,3.000,0.002609,1150.0,Свободная,4
С 5/0.300 8/0.300 10/0.200 15/0.200 3.0,351.50,950.00,3.439,3.000,0.002609,1150.0,Свободная,4
С 5/0.300 9/0.300 10/0.200 14/0.200 3.0,373.93,950.00,3.110,3.000,0.002609,1150.0,Свободная,4
С 5/0.300 10/0.300 14/0.200 15/0.200 3.0,348.91,950.00,4.160,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 4/0.250 8/0.200 9/0.200 3.0,302.03,950.00,4.977,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 4/0.250 8/0.200 14/0.200 3.0,366.94,950.00,3.356,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 4/0.250 9/0.200 14/0.200 3.0,335.05,950.00,4.373,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 4/0.250 10/0.200 13/0.200 3.0,346.02,950.00,4.301,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 5/0.250 8/0.200 14/0.200 3.0,346.42,950.00,3.680,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 5/0.250 9/0.200 13/0.200 3.0,368.79,950.00,3.364,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 5/0.250 9/0.200 14/0.200 3.0,318.04,950.00,4.753,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 5/0.250 10/0.200 13/0.200 3.0,327.59,950.00,4.696,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 8/0.250 9/0.200 10/0.200 3.0,347.52,950.00,3.322,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 8/0.250 10/0.200 15/0.200 3.0,346.75,950.00,3.672,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 9/0.250 10/0.200 14/0.200 3.0,376.92,950.00,3.123,3.000,0.002609,1150.0,Свободная,4
С 3/0.350 10/0.250 14/0.200 15/0.200 3.0,364.49,950.00,3.782,3.000,0.002609,1150.0,Свободная,4
С 4/0.350 5/0.250 8/0.200 14/0.200 3.0,350.84,950.00,3.744,3.000,0.002609,1150.0,Свободная,4
С 4/0.350 5/0.250 9/0.200 13/0.200 3.0,376.26,950.00,3.368,3.000,0.002609,1150.0,Свободная,4
С 4/0.350 5/0.250 10/0.200 13/0.200 3.0,330.24,950.00,4.918,3.000,0.002609,1150.0,Свободная,4
С 4/0.350 5/0.250 13/0.200 15/0.200 3.0,375.59,950.00,3.791,3.000,0.002609,1150.0,Свободная,4
С 4/0.350 8/0.250 9/0.200 10/0.200 3.0,359.26,950.00,3.223,3.000,0.002609,1150.0,Свободная,4
С 4/0.350 8/0.250 10/0.200 15/0.200 3.0,359.42,950.00,3.570,3.000,0.002609,1150.0,Свободная,4
С 4/0.350 10/0.250 14/0.200 15/0.200 3.0,379.89,950.00,3.664,3.000,0.002609,1150.0,Свободная,4
С 5/0.350 8/0.250 9/0.200 10/0.200 3.0,323.23,950.00,3.855,3.000,0.002609,1150.0,Свободная,4
С 5/0.350 8/0.250 9/0.200 15/0.200 3.0,366.72,950.00,3.080,3.000,0.002609,1150.0,Свободная,4
С 5/0.350 8/0.250 10/0.200 15/0.200 3.0,321.75,950.00,4.331,3.000,0.002609,1150.0,Свободная,4
С 5/0.350 9/0.250 10/0.200 14/0.200 3.0,350.88,950.00,3.627,3.000,0.002609,1150.0,Свободная,4
С 5/0.350 10/0.250 14/0.200 15/0.200 3.0,337.96,950.00,4.513,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 4/0.300 8/0.200 13/0.100 3.0,326.85,950.00,4.445,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 4/0.300 13/0.200 15/0.100 3.0,355.14,950.00,4.232,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 5/0.300 8/0.200 13/0.100 3.0,308.97,950.00,4.849,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 5/0.300 13/0.200 14/0.100 3.0,364.37,950.00,3.673,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 10/0.100 3.0,360.11,950.00,3.038,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 8/0.300 9/0.200 15/0.100 3.0,383.02,950.00,2.739,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 8/0.300 10/0.200 11/0.100 3.0,372.34,950.00,4.129,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 8/0.300 10/0.200 15/0.100 3.0,337.64,950.00,3.723,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 8/0.300 10/0.200 14/0.100 3.0,372.34,950.00,2.968,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 9/0.300 10/0.200 13/0.100 3.0,352.25,950.00,3.581,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 9/0.300 10/0.200 14/0.100 3.0,325.30,950.00,4.296,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 10/0.300 14/0.200 15/0.100 3.0,335.57,950.00,4.500,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 5/0.300 13/0.200 15/0.100 3.0,335.14,950.00,4.981,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 5/0.300 13/0.200 14/0.100 3.0,370.66,950.00,3.753,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 8/0.300 9/0.200 10/0.100 3.0,374.26,950.00,2.920,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 8/0.300 10/0.200 11/0.100 3.0,385.30,950.00,4.109,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 8/0.300 10/0.200 14/0.100 3.0,389.02,950.00,2.830,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 8/0.300 10/0.200 15/0.100 3.0,349.30,950.00,3.649,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 9/0.300 10/0.200 14/0.100 3.0,334.57,950.00,4.302,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 9/0.300 10/0.200 13/0.100 3.0,365.28,950.00,3.492,3.000,0.002609,1150.0,Свободная,4
С 4/0.400 10/0.300 14/0.200 15/0.100 3.0,347.63,950.00,4.488,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 10/0.100 3.0,331.87,950.00,3.568,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 11/0.100 3.0,386.71,950.00,3.503,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 14/0.100 3.0,389.45,950.00,2.591,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.300 9/0.200 15/0.100 3.0,353.04,950.00,3.201,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.300 10/0.200 11/0.100 3.0,347.76,950.00,4.997,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.300 10/0.200 13/0.100 3.0,371.43,950.00,2.958,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.300 10/0.200 14/0.100 3.0,342.77,950.00,3.497,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 8/0.300 10/0.200 15/0.100 3.0,310.83,950.00,4.466,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 9/0.300 10/0.200 13/0.100 3.0,324.18,950.00,4.291,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 9/0.300 14/0.200 15/0.100 3.0,373.58,950.00,3.207,3.000,0.002609,1150.0,Свободная,4
С 5/0.400 10/0.300 13/0.200 15/0.100 3.0,362.41,950.00,3.711,3.000,0.002609,1150.0,Свободная,4
С 3/0.400 5/0.300 8/0.200 9/0.100 3.0,384.78,950.00,4.702,3.000,0.002353,1275.0,Свободная,4
